Date,subj_score,simi_score,vader_score,scores_flair,tw_subj_score,tw_simi_score,tw_vader_score,tw_scores_flair
12/23/2021,0.243411756,0.086167044,0.5284,0.817713989,-0.066458333,-0.08493005,-0.043916667,0.695608904
12/27/2021,0.429112256,0.972669823,0.960775,0.891295502,0,-0.031544444,-0.027833333,0.696436266
12/28/2021,0.238490171,0.162961915,0.55931,0.815458082,0.022966528,-0.079971212,0.010983333,0.697736283
12/30/2021,0.304666566,0.436214141,0.69444,0.904895313,0.087424375,-0.082121795,0.134816667,0.696708928
12/31/2021,0.154538151,-0.06576773,0.33931,0.775103839,0.055987037,-0.089916667,0.116133333,0.697630435
1/4/2022,0.388180987,0.847665769,0.88058,0.882586864,0.022833333,-0.097423517,-0.004916667,0.721531679
1/5/2022,0.362329476,0.899383049,0.874305,0.928910556,0.059794103,-0.069558443,0.156066667,0.716174712
1/6/2022,0.415864373,0.970103128,0.92702,0.907505576,0.130192146,-0.06473772,0.168866667,0.748188158
1/7/2022,0.333827557,0.754105308,0.81905,0.897266844,0.079977273,-0.069386364,0.127416667,0.695789645
1/12/2022,0.346139439,0.621263567,0.843815,0.820823909,0.00255,-0.073311508,-0.019333333,0.616920153
1/13/2022,0.197252087,0.097366342,0.481145,0.763361192,0.06557037,-0.055974074,0.1197,0.697454174
1/14/2022,0.354023777,0.852680652,0.898985,0.83382792,0.027336944,-0.078941111,0.06865,0.628848741
1/18/2022,0.367882876,0.972350108,0.940575,0.857268435,0.054673241,-0.073353203,0.129066667,0.699748307
1/19/2022,0.391505951,0.979293081,0.97373,0.802440938,0,0.058634167,0.235466667,0.746602297
