Date,subj_score,simi_score,vader_score,scores_flair,tw_subj_score,tw_simi_score,tw_vader_score,tw_scores_flair
9/2/2021,0.400916607,0.888001243,0.939305,0.921867152,0.059204981,-0.038724063,0.100704167,0.730988535
9/3/2021,0.26008017,0.138908513,0.51791,0.785585311,0.06584146,0.043721532,0.16915,0.819521243
9/7/2021,0.41916536,1.022373084,0.98409,0.896018444,0.070669338,0.068111484,0.1963375,0.825867265
9/8/2021,0.382170408,0.760434982,0.88354,0.877832679,0.080210208,0.214334017,0.303841667,0.841245939
9/9/2021,0.36914844,0.843505996,0.868085,0.936765824,0.163592129,0.145979465,0.3327875,0.840997713
9/10/2021,0.328650155,0.786657109,0.82381,0.897838801,0.029519512,-0.026468893,0.114575,0.73897252
9/13/2021,0.387215604,0.631931435,0.803465,0.868677212,0.13641524,0.0930691,0.271608333,0.809257182
9/14/2021,0.399133433,0.971483648,0.95081,0.912373605,0.071910582,0.067084749,0.173275,0.816512957
9/15/2021,0.375128276,0.864660185,0.916835,0.911109638,0.122500772,0.274843744,0.304525,0.90171013
9/16/2021,0.328727019,0.710338536,0.81582,0.901586381,0.102122437,0.285326841,0.4044875,0.887232256
9/17/2021,0.349569104,0.641409924,0.789845,0.898730956,0.070800891,-0.026235454,0.117595833,0.748891234
9/20/2021,0.398284897,0.848283485,0.91636,0.895636648,0.063953036,0.005580693,0.187920833,0.787646284
9/21/2021,0.423885296,0.998423916,0.96178,0.928842932,0.127150352,0.286978345,0.359316667,0.880834046
9/22/2021,0.261175062,0.244015358,0.62295,0.840381691,0.162531208,0.121369333,0.300116667,0.836134717
9/23/2021,0.368207215,0.754386489,0.88142,0.895259078,0.139305935,0.256164324,0.328183333,0.855583141
9/24/2021,0.31925191,0.472037416,0.743055,0.891440171,0.157964555,0.080490452,0.301008333,0.777956039
9/27/2021,0.409122145,1.020534724,0.966305,0.91635761,0.155536754,0.197872054,0.353075,0.863823637
9/28/2021,0.353479927,0.676898562,0.8052,0.926193678,0.097681979,0.168091981,0.257254167,0.885058229
9/29/2021,0.341409164,0.767574511,0.867605,0.911702845,0.131782642,0.113551822,0.249658333,0.833119713
9/30/2021,0.393206967,0.918848679,0.89324,0.937643373,0.11525502,0.23584532,0.311616667,0.951572329
10/1/2021,0.265353115,0.366379829,0.59751,0.866854814,0.104870316,-0.010396937,0.172345833,0.76799845
10/4/2021,0.352093773,0.823627543,0.83445,0.947268355,0.152028887,0.235865519,0.341316667,0.904716579
10/5/2021,0.425224405,0.930531676,0.93748,0.897782668,0.114393879,0.152643025,0.27895,0.856005512
10/6/2021,0.411057143,0.884116813,0.910555,0.856582171,0.102567112,0.180165685,0.271054167,0.887575162
10/7/2021,0.353709923,0.776639967,0.87859,0.909235421,0.137154948,0.279511483,0.352754167,0.899667541
10/8/2021,0.315231831,0.682520192,0.737965,0.898846796,0.107099939,0.021452996,0.2094,0.804806429
10/11/2021,0.375680428,0.990192871,0.922125,0.913187474,0.072202336,-0.015010426,0.139058333,0.706401942
10/12/2021,0.342512827,0.694375958,0.80064,0.897690384,0.074625319,-0.018106268,0.137620833,0.789316361
10/13/2021,0.32578773,0.772483777,0.844245,0.888889767,0.071851764,0.050995832,0.220804167,0.771978137
10/14/2021,0.404709064,0.879736891,0.94395,0.941536517,0.131792054,0.234021713,0.319070833,0.813726313
10/15/2021,0.421422644,1.04553485,0.95944,0.923099634,0.076888453,0.00026273,0.196204167,0.769196058
10/18/2021,0.251893439,0.258482295,0.595235,0.823318695,0.250651136,0.381042657,0.475429167,0.863427614
10/19/2021,0.354167776,0.726329578,0.84668,0.876582901,0.164493198,0.389987103,0.497508333,0.896626954
10/20/2021,0.423471042,1.016894379,0.978875,0.904120742,0.181489596,0.264193854,0.336758333,0.883179657
10/21/2021,0.358700113,0.578410448,0.751755,0.86694645,0.115904405,0.240593214,0.332195833,0.878626133
10/22/2021,0.363594121,0.639716028,0.8215,0.8691746,0.061222083,0.051707654,0.230170833,0.774117852
10/25/2021,0.389198041,0.884178702,0.941705,0.924586707,0.220824572,0.24782437,0.375945833,0.853161511
10/26/2021,0.376300924,0.972531056,0.937915,0.933403504,0.06690573,0.165213186,0.20475,0.902786573
10/27/2021,0.307797083,0.633015127,0.79079,0.859526287,0.119378521,0.149241245,0.241916667,0.906117437
10/28/2021,0.337690714,0.829378599,0.857505,0.903915648,0.156748401,0.193318462,0.3161,0.812863134
10/29/2021,0.420139202,0.991059362,0.96602,0.942159511,0.06882919,-0.003138657,0.104920833,0.796767756
11/1/2021,0.419603599,1.009801265,0.98672,0.914581186,0.098368867,0.250197549,0.298391667,0.936861133
11/2/2021,0.359282852,0.763152959,0.830795,0.89494078,0.136134582,0.273384375,0.375916667,0.90279222
11/3/2021,0.334751101,0.825987856,0.848515,0.906157486,0.152263986,0.272578129,0.332779167,0.920578981
11/4/2021,0.33038106,0.668811494,0.796735,0.89859335,0.143011041,0.26584411,0.377216667,0.849530588
11/5/2021,0.400661377,0.745902563,0.88414,0.918185616,0.071380837,0.02633079,0.214220833,0.789537626
11/8/2021,0.440360817,1.023530825,0.98091,0.928600752,0.152098159,0.411907832,0.463054167,0.944398629
