timestamp,shallow_preds,svm_preds,gbc_preds,lr_preds,deep_preds,sgdc_preds,mean,signal,entry/exit,close,position,entry/exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Daily Returns,Portfolio Cumulative Returns
2021-09-22 00:00:00+00:00,0.0,0,0,0,0.0,0,0.0,0.0,0.0,58.35,0.0,0.0,0.0,100000.0,100000.0,,
2021-09-23 00:00:00+00:00,-0.61857265,1,1,1,-0.12606856,1,0.5425597975651423,1.0,1.0,57.61,1904.22,1904.22,109702.11,-9702.11,100000.0,0.0,1.0
2021-09-24 00:00:00+00:00,-0.94673276,1,1,1,-0.13559206,1,0.48627919703722,1.0,0.0,57.57,1904.22,0.0,109625.95,-9702.11,99923.84,-0.0008,0.9992
2021-09-27 00:00:00+00:00,-0.23581396,1,1,1,-0.15083034,1,0.6022259493668874,1.0,0.0,57.7,1904.22,0.0,109873.49,-9702.11,100171.38,0.0025,1.0017
2021-09-28 00:00:00+00:00,-0.5816752,1,1,1,-0.031880096,1,0.5644074554244677,1.0,0.0,57.12,1904.22,0.0,108769.05,-9702.11,99066.94,-0.011,0.9907
2021-09-29 00:00:00+00:00,-0.7081211,1,1,1,-0.17153028,1,0.5200581004222234,1.0,0.0,56.43,1904.22,0.0,107455.13,-9702.11,97753.02,-0.0133,0.9775
2021-09-30 00:00:00+00:00,-0.916613,1,1,1,-0.23694564,1,0.4744068955381711,1.0,0.0,55.47,1904.22,0.0,105627.08,-9702.11,95924.97,-0.0187,0.9592
2021-10-01 00:00:00+00:00,-0.95517737,1,1,1,-0.30537,1,0.4565754383802414,1.0,0.0,55.04,1904.22,0.0,104808.27,-9702.11,95106.16,-0.0085,0.9511
2021-10-04 00:00:00+00:00,0.86542845,1,1,1,-0.046771396,1,0.8031095086286465,1.0,0.0,56.23,1904.22,0.0,107074.29,-9702.11,97372.18,0.0238,0.9737
2021-10-05 00:00:00+00:00,-0.96628726,1,1,1,-0.2615843,1,0.46202140549818677,1.0,0.0,55.68,1904.22,0.0,106026.97,-9702.11,96324.86,-0.0108,0.9632
2021-10-06 00:00:00+00:00,0.92730165,1,-1,1,-0.21195889,1,0.45255712668100995,1.0,0.0,56.61,1904.22,0.0,107797.89,-9702.11,98095.78,0.0184,0.9809
2021-10-07 00:00:00+00:00,-0.19987379,1,1,1,-0.20871879,1,0.5985679030418396,1.0,0.0,57.12,1904.22,0.0,108769.05,-9702.11,99066.94,0.0099,0.9906
2021-10-08 00:00:00+00:00,0.33844787,1,-1,1,-0.1304361,-1,0.03466862936814626,0.0,-1.0,57.14,0.0,-1904.22,0.0,99105.02,99105.02,0.0004,0.991
2021-10-11 00:00:00+00:00,-0.9936019,1,1,-1,-0.22668836,-1,-0.20338171223799387,0.0,0.0,56.09,0.0,0.0,0.0,99105.02,99105.02,0.0,0.991
2021-10-12 00:00:00+00:00,0.9870918,1,1,1,-0.2962141,1,0.7818129460016886,1.0,1.0,55.53,1904.22,1904.22,105741.34,-6636.320000000007,99105.02,0.0,0.991
2021-10-13 00:00:00+00:00,0.87584716,1,1,1,-0.17606509,1,0.7832970122496287,1.0,0.0,56.42,1904.22,0.0,107436.09,-6636.320000000007,100799.77,0.0171,1.008
2021-10-14 00:00:00+00:00,0.31328326,1,1,1,-0.047578026,1,0.7109508731712898,1.0,0.0,56.6,1904.22,0.0,107778.85,-6636.320000000007,101142.53,0.0034,1.0114
2021-10-15 00:00:00+00:00,-0.85684437,-1,1,1,-0.28735355,1,0.1426336814959844,0.0,-1.0,57.35,0.0,-1904.22,0.0,102570.7,102570.7,0.0141,1.0257
2021-10-18 00:00:00+00:00,0.39583254,1,1,-1,-0.12583992,-1,0.04499876995881399,0.0,0.0,57.16,0.0,0.0,0.0,102570.7,102570.7,0.0,1.0257
2021-10-19 00:00:00+00:00,-0.8274801,1,1,1,-0.10019504,-1,0.17872081324458122,0.0,0.0,57.52,0.0,0.0,0.0,102570.7,102570.7,0.0,1.0257
2021-10-20 00:00:00+00:00,0.9959378,-1,-1,1,-0.27164495,1,0.12071547905604045,0.0,0.0,58.95,0.0,0.0,0.0,102570.7,102570.7,0.0,1.0257
2021-10-21 00:00:00+00:00,0.99573797,-1,-1,-1,-0.2985849,-1,-0.5504744897286097,-1.0,-1.0,59.3,-1904.22,-1904.22,-112920.25,215490.94,102570.69,-0.0,1.0257
2021-10-22 00:00:00+00:00,-0.9940021,-1,-1,-1,-0.16874354,-1,-0.860457606613636,-1.0,0.0,60.45,-1904.22,0.0,-115110.1,215490.94,100380.84,-0.0213,1.0038
