timestamp,open,high,low,close,volume,trade_count,vwap
2021-02-08 05:00:00+00:00,115.47,117.84,114.83,117.28,1443085,20990,116.827213
2021-02-09 05:00:00+00:00,117.55,118.63,115.98,117.97,2023634,24880,116.753797
2021-02-10 05:00:00+00:00,107.11,110.17,103.48,105.1,9383041,94253,105.676847
2021-02-11 05:00:00+00:00,105.91,105.945,100.4601,101.46,5573259,63003,102.018789
2021-02-12 05:00:00+00:00,102.39,102.39,100.52,101.59,2433879,26826,101.467065
2021-02-16 05:00:00+00:00,102.25,102.52,98.5,98.88,2894940,38423,99.743386
2021-02-17 05:00:00+00:00,99.0,102.11,98.6,101.95,2477252,29123,101.31128
2021-02-18 05:00:00+00:00,101.22,101.55,99.36,99.7,2182966,25285,100.016219
2021-02-19 05:00:00+00:00,100.03,100.61,98.721,98.86,2398292,25057,99.502763
2021-02-22 05:00:00+00:00,98.78,99.69,97.12,98.06,2363257,27030,98.077282
2021-02-23 05:00:00+00:00,97.0,98.26,95.4,97.64,1948774,29273,97.117803
2021-02-24 05:00:00+00:00,97.37,98.29,95.055,97.54,2463166,33638,96.752911
2021-02-25 05:00:00+00:00,98.46,99.22,94.92,95.49,2460766,31651,96.234815
2021-02-26 05:00:00+00:00,96.0,96.57,94.13,94.5,2697507,31227,95.031867
2021-03-01 05:00:00+00:00,96.04,96.575,94.5,95.94,1963675,25884,95.737433
2021-03-02 05:00:00+00:00,98.56,98.56,95.84,95.86,1669204,21435,96.486567
2021-03-03 05:00:00+00:00,95.23,95.83,92.6604,93.41,1887287,25210,93.801597
2021-03-04 05:00:00+00:00,92.92,95.6499,92.64,93.44,2613882,29200,93.840803
2021-03-05 05:00:00+00:00,94.26,97.415,92.69,97.13,3621209,41400,95.469623
2021-03-08 05:00:00+00:00,96.79,99.5254,96.41,97.28,3838807,37673,98.214444
2021-03-09 05:00:00+00:00,98.5,100.44,96.87,97.07,2416396,28279,98.375115
2021-03-10 05:00:00+00:00,98.6,98.71,96.1746,96.36,1565303,21886,96.814763
2021-03-11 05:00:00+00:00,96.99,98.18,96.72,96.95,2178155,22246,97.406936
2021-03-12 05:00:00+00:00,96.44,97.63,95.29,97.55,1503454,18024,96.733144
2021-03-15 04:00:00+00:00,98.61,100.41,98.02,99.99,1591236,22637,99.610249
2021-03-16 04:00:00+00:00,100.22,101.48,99.8564,100.21,1548444,18065,100.542083
2021-03-17 04:00:00+00:00,99.74,100.72,98.68,100.26,1218369,17805,99.79324
2021-03-18 04:00:00+00:00,98.96,99.5,96.77,98.17,1903722,24295,98.148127
2021-03-19 04:00:00+00:00,98.5,99.81,97.72,99.4,2517074,20079,99.173295
2021-03-22 04:00:00+00:00,99.75,101.53,99.71,100.22,1320160,16759,100.399018
2021-03-23 04:00:00+00:00,100.1,101.44,99.56,99.69,1291186,17633,100.300373
2021-03-24 04:00:00+00:00,100.26,100.26,97.94,98.39,1772415,21652,98.646976
2021-03-25 04:00:00+00:00,98.14,100.22,97.69,99.54,1702517,22019,99.501185
2021-03-26 04:00:00+00:00,99.0,102.78,98.84,102.7,1955153,24227,101.540052
2021-03-29 04:00:00+00:00,102.98,103.775,101.95,103.1,1553483,21057,102.95404
2021-03-30 04:00:00+00:00,102.05,102.77,100.74,101.18,1514327,18366,101.338943
2021-03-31 04:00:00+00:00,101.73,102.76,101.25,101.9,1563547,18515,101.942697
2021-04-01 04:00:00+00:00,102.29,103.13,102.07,102.83,1235548,18488,102.72774
2021-04-05 04:00:00+00:00,102.29,104.53,102.11,103.86,1255005,18048,103.850624
2021-04-06 04:00:00+00:00,102.78,104.1,102.44,103.74,1373474,16534,103.421324
2021-04-07 04:00:00+00:00,102.84,103.465,102.24,102.49,1111370,16968,102.787001
2021-04-08 04:00:00+00:00,103.46,104.64,103.06,104.39,1800288,23951,104.079967
2021-04-09 04:00:00+00:00,104.35,104.37,102.98,103.87,1043017,13579,103.562744
2021-04-12 04:00:00+00:00,103.76,104.71,103.17,104.26,939516,16548,104.195231
2021-04-13 04:00:00+00:00,104.5,105.31,103.63,104.56,953287,14448,104.540882
2021-04-14 04:00:00+00:00,104.33,104.695,103.47,103.57,1339668,16391,103.971837
2021-04-15 04:00:00+00:00,104.09,106.04,103.72,105.81,1815369,15839,105.529131
2021-04-16 04:00:00+00:00,105.83,106.15,104.91,105.98,937455,15481,105.792907
2021-04-19 04:00:00+00:00,105.9,107.11,105.525,105.7,1136077,16317,106.080007
2021-04-20 04:00:00+00:00,105.5,106.93,105.05,105.35,1072118,14695,105.701096
2021-04-21 04:00:00+00:00,105.43,106.66,105.25,105.53,971284,14744,105.794446
2021-04-22 04:00:00+00:00,105.25,106.62,104.62,106.36,2438539,27146,106.067359
2021-04-23 04:00:00+00:00,105.9,108.02,105.22,107.01,2218043,18561,107.020223
2021-04-26 04:00:00+00:00,106.71,113.99,106.185,109.75,4036903,45431,110.896404
2021-04-27 04:00:00+00:00,110.42,111.76,110.05,111.62,2189923,25473,111.337623
2021-04-28 04:00:00+00:00,110.64,112.1,108.87,108.98,1619265,20952,110.189675
2021-04-29 04:00:00+00:00,110.0,110.89,108.17,110.0,1424884,19239,109.413218
2021-04-30 04:00:00+00:00,108.89,109.53,108.22,108.7,1662143,19514,108.736251
2021-05-03 04:00:00+00:00,108.7,108.98,106.13,107.02,1677109,21905,107.254681
2021-05-04 04:00:00+00:00,106.68,107.1,104.1,105.19,2146343,27607,105.109933
2021-05-05 04:00:00+00:00,108.22,110.39,107.33,108.51,2947018,32746,108.877327
2021-05-06 04:00:00+00:00,107.94,110.19,107.13,110.14,1290754,22547,109.067078
2021-05-07 04:00:00+00:00,110.6,110.99,109.45,110.81,1408855,19808,110.351594
2021-05-10 04:00:00+00:00,110.24,112.42,110.06,111.23,1037122,18435,111.566558
2021-05-11 04:00:00+00:00,109.21,111.95,108.91,111.17,1350762,22491,111.255781
2021-05-12 04:00:00+00:00,110.65,112.27,109.79,111.3,1987292,23452,111.287972
2021-05-13 04:00:00+00:00,111.26,112.29,110.59,111.04,1094758,19080,111.32675
2021-05-14 04:00:00+00:00,111.69,113.58,111.5,113.16,1251587,19825,112.840422
2021-05-17 04:00:00+00:00,113.09,114.46,112.26,113.49,1107056,16588,113.344597
2021-05-18 04:00:00+00:00,114.0,114.06,112.66,112.74,1131699,16554,113.252368
2021-05-19 04:00:00+00:00,111.46,113.15,110.74,112.94,1425490,20186,112.43583
2021-05-20 04:00:00+00:00,113.7,114.785,113.23,113.47,979195,16899,113.913102
2021-05-21 04:00:00+00:00,113.2,114.89,113.2,113.53,2192162,19038,113.708662
2021-05-24 04:00:00+00:00,113.53,115.21,113.53,114.37,1162555,18542,114.610507
2021-05-25 04:00:00+00:00,115.13,115.47,114.058,115.16,1186761,18624,115.09178
2021-05-26 04:00:00+00:00,114.72,115.63,114.38,114.56,787898,15011,114.722041
2021-05-27 04:00:00+00:00,114.79,115.78,114.0,114.69,1477249,19569,114.993506
2021-05-28 04:00:00+00:00,114.96,115.53,114.04,114.21,1044388,16400,114.513746
2021-06-01 04:00:00+00:00,114.28,114.47,113.21,113.85,790871,16993,113.917311
2021-06-02 04:00:00+00:00,113.67,115.185,113.57,114.91,936803,15818,114.537637
2021-06-03 04:00:00+00:00,114.51,115.21,113.51,114.56,829258,14384,114.565169
2021-06-04 04:00:00+00:00,114.9,116.63,114.828,116.13,894075,16299,115.989151
2021-06-07 04:00:00+00:00,116.27,116.405,115.21,115.95,903540,14732,115.808791
2021-06-08 04:00:00+00:00,117.29,117.59,116.66,117.3,1125358,17463,117.193141
2021-06-09 04:00:00+00:00,117.75,118.49,117.5,117.79,732332,13449,117.997458
2021-06-10 04:00:00+00:00,117.71,119.18,117.4,119.08,1053754,15109,118.65597
2021-06-11 04:00:00+00:00,119.16,119.3,117.76,118.45,571688,13161,118.250665
2021-06-14 04:00:00+00:00,118.02,118.07,117.02,118.0,922019,16169,117.613388
2021-06-15 04:00:00+00:00,118.45,118.71,117.57,118.18,920141,18428,118.178111
2021-06-16 04:00:00+00:00,118.22,118.7,115.98,116.69,1222983,22915,117.106254
2021-06-17 04:00:00+00:00,116.69,117.04,115.72,116.78,971830,17362,116.637301
2021-06-18 04:00:00+00:00,116.39,116.565,114.48,114.63,2859980,25027,114.917223
2021-06-21 04:00:00+00:00,115.05,116.07,114.62,115.82,1325865,18733,115.610829
2021-06-22 04:00:00+00:00,115.46,116.34,115.25,115.98,863514,15381,115.774995
2021-06-23 04:00:00+00:00,116.17,116.23,114.95,115.96,633213,14419,115.894806
2021-06-24 04:00:00+00:00,116.74,116.89,115.685,115.83,782355,14380,116.045181
2021-06-25 04:00:00+00:00,115.77,118.22,115.24,116.95,4023262,17557,116.839884
2021-06-28 04:00:00+00:00,117.56,117.68,116.47,116.97,757965,13664,117.039631
2021-06-29 04:00:00+00:00,117.01,118.0,116.39,117.43,819952,13745,117.473971
2021-06-30 04:00:00+00:00,117.65,117.81,116.355,116.6,953718,14582,116.774112
2021-07-01 04:00:00+00:00,116.72,117.56,116.63,117.08,836665,13392,117.19692
2021-07-02 04:00:00+00:00,117.75,118.235,117.56,118.04,640011,11026,117.957887
2021-07-06 04:00:00+00:00,118.0,118.62,116.53,117.19,1086160,14647,117.334124
2021-07-07 04:00:00+00:00,117.68,118.17,115.25,117.95,1983020,19754,117.563533
2021-07-08 04:00:00+00:00,116.72,118.23,116.16,117.72,1012552,15255,117.338101
2021-07-09 04:00:00+00:00,117.95,118.1,116.72,117.9,997371,16586,117.528549
2021-07-12 04:00:00+00:00,118.04,118.255,115.29,115.55,1127207,21701,116.129337
2021-07-13 04:00:00+00:00,115.52,116.69,115.02,115.14,932627,16534,115.486702
2021-07-14 04:00:00+00:00,115.57,116.83,115.3,116.01,700793,12415,116.072001
2021-07-15 04:00:00+00:00,115.95,116.79,115.45,116.45,859750,12913,116.393156
2021-07-16 04:00:00+00:00,116.88,117.84,116.4,117.03,716711,12276,117.1759
