,index,subj_score,simi_score,vader_score
0,2021-09-01,0.01292687878787879,-0.06469999999999998,0.014470000000000016
1,2021-09-02,0.062130091297382985,-0.09353131209103839,0.11383000000000013
2,2021-09-03,0.08397959464757221,-0.10663700997082204,0.17108000000000012
3,2021-09-06,0.04166536407761238,-0.10020238301439358,0.06991499999999992
4,2021-09-07,0.07887316124394252,-0.11569633339080668,0.15500000000000008
5,2021-09-08,0.15264103819947433,-0.01703042173536024,0.3783899999999999
6,2021-09-09,0.12186992815804361,-0.10232453950849867,0.2468399999999998
7,2021-09-10,0.14114743710515223,-0.05363776464882839,0.34785499999999986
8,2021-09-13,0.11331241714219412,-0.07367914627168434,0.2671399999999998
9,2021-09-14,0.12436807173915457,-0.058169352985920755,0.2412049999999998
10,2021-09-15,0.15777571635965273,-0.03741212092861257,0.37685499999999983
11,2021-09-16,0.1158905972161409,-0.05156340902866052,0.28353999999999985
12,2021-09-17,0.16372033901298694,-0.044528017713190225,0.33603999999999984
13,2021-09-20,0.088643652694844,-0.11780021262652327,0.18380000000000002
14,2021-09-22,0.10357488946523394,-0.0690972049871684,0.20802999999999977
15,2021-09-23,0.15357991054683912,0.040356080946161055,0.41301999999999983
16,2021-09-24,0.14945798219303244,-0.08308755664763798,0.3277699999999998
17,2021-09-27,0.0767603932011594,-0.11205618374014747,0.16735500000000011
18,2021-09-28,0.10537152961366622,-0.10318387415496051,0.21081999999999979
19,2021-09-29,0.18285988058706282,0.011287488529377849,0.4214249999999998
20,2021-09-30,0.15965330496445126,-0.04682689815995798,0.3641099999999998
21,2021-10-01,0.10555343696552644,-0.11433225734203405,0.21934999999999977
22,2021-10-04,0.22279540054942126,0.16872834296363687,0.5444699999999999
23,2021-10-05,0.11123159346474207,-0.11463715675734738,0.22484999999999977
24,2021-10-06,0.1075045321941096,-0.0764636427523884,0.25868499999999983
25,2021-10-07,0.12025783460904742,-0.07694143838646464,0.2652399999999998
26,2021-10-08,0.17478295980949965,0.06161569043543462,0.45430499999999985
27,2021-10-11,0.18029789153508305,-0.004278178113626718,0.40585999999999983
28,2021-10-12,0.20894163368655674,0.06906742212857948,0.42962499999999987
29,2021-10-13,0.21549577992927887,-0.01543788992605688,0.42196499999999987
30,2021-10-14,0.2616844395540042,0.2989191324459457,0.5864399999999999
31,2021-10-15,0.23022970086584035,0.21476482862333687,0.5618149999999998
32,2021-10-18,0.22573983732648265,0.12302837688020074,0.51874
33,2021-10-19,0.33095532310983244,0.5156779539261654,0.7527399999999999
34,2021-10-20,0.17347771877869314,0.000507740144744645,0.3658999999999998
35,2021-10-21,0.2634838403191792,0.22024634929786174,0.567135
36,2021-10-22,0.3355426357526351,0.8885670704756976,0.8701599999999999
37,2021-10-25,0.29296178411083784,0.42562039305980104,0.724005
38,2021-10-26,0.22197518640075242,0.2741220932739747,0.5951349999999999
39,2021-10-27,0.27868210819554956,0.4097857761693608,0.6675249999999999
40,2021-10-28,0.17092408310987678,-0.04561387663684472,0.37514999999999976
41,2021-10-29,0.17856295095111613,0.06737983836297501,0.4634549999999999
42,2021-11-01,0.2109050919317222,0.060614949646019343,0.46641499999999986
43,2021-11-02,0.2640098349295216,0.17976417476686965,0.5752449999999998
44,2021-11-03,0.27781198516139327,0.235090966196391,0.6321249999999999
45,2021-11-04,0.15939258389308641,-0.017273238672114465,0.3838199999999998
46,2021-11-05,0.21201316025756028,0.008822547119299287,0.4044649999999998
47,2021-11-08,0.18725436761891928,-0.004023641733736922,0.4215249999999998
48,2021-11-09,0.21278493851821745,0.05153437428685733,0.4696399999999999
49,2021-11-10,0.25083643406055944,0.13510142329357522,0.5399649999999998
50,2021-11-11,0.19645900123933618,0.0267485135054241,0.40052499999999985
51,2021-11-12,0.16990892603632268,-0.0015991043371512304,0.3775099999999999
52,2021-11-15,0.14098227428458926,-0.08454424101410671,0.24733499999999978
53,2021-11-16,0.2795237220545042,0.3363497207334609,0.6533049999999998
54,2021-11-17,0.15416106320803774,-0.06318513975877743,0.3154199999999998
55,2021-11-18,0.3019545306558245,0.36912551461176546,0.643555
56,2021-11-19,0.30542926435868323,0.37551909696039115,0.6950699999999999
57,2021-11-22,0.217338129128339,0.25607617908658553,0.55488
58,2021-11-23,0.24548778919141304,0.2622991370654234,0.60276
59,2021-11-24,0.24137572658102197,0.1714555470252428,0.56768
60,2021-11-25,0.0006217142857142858,-0.05157307692307692,-0.02916999999999999
61,2021-11-26,0.09193422010124651,-0.12119266010829674,0.1729400000000001
62,2021-11-29,0.28114767034418703,0.18236278442265189,0.5685199999999998
63,2021-11-30,0.16071219591702662,0.015662594342002286,0.35257999999999995
64,2021-12-01,0.16059920591450216,0.13672154338318823,0.4382299999999999
65,2021-12-02,0.23493472804238807,0.11399683952220463,0.48656499999999986
66,2021-12-03,0.13655742071005064,0.030192909257491286,0.3573649999999998
67,2021-12-06,0.2793137545424452,0.3546506015149918,0.6652049999999999
68,2021-12-07,0.3380847717304711,0.7737200280964065,0.8293000000000001
69,2021-12-08,0.4204239310282748,1.0153475486475028,0.9849549999999999
70,2021-12-09,0.20182341885041719,0.1583697357981709,0.473715
71,2021-12-10,0.25329068030000157,0.3253004631553343,0.5821549999999999
72,2021-12-13,0.2283421069090869,0.237891086029915,0.5457049999999999
73,2021-12-14,0.46242457577426244,1.0108344238859384,0.9694900000000002
74,2021-12-15,0.3666760494435272,0.5120760240855665,0.78162
75,2021-12-16,0.3392934332038807,0.6635507896026211,0.7615900000000001
76,2021-12-17,0.19493078173670175,-0.018732506409818103,0.39263999999999993
