,index,subj_score,simi_score,vader_score
0,2021-09-02,0.06083363287072404,-0.09571846907049147,0.1555600000000001
1,2021-09-03,0.022788970333258697,-0.06922691441441443,0.018255000000000014
2,2021-09-06,0.07558778759286053,-0.12520776275596862,0.13257500000000008
3,2021-09-07,0.0391432767226427,-0.08344501721074842,0.06813499999999992
4,2021-09-08,0.09095103649403469,-0.10392017111379954,0.21191999999999975
5,2021-09-09,0.10544035084731047,-0.10388807414610804,0.21388999999999977
6,2021-09-10,0.1643245359362062,-0.02324555933842259,0.3766799999999998
7,2021-09-13,0.04693455756442953,-0.10080422107826384,0.06993499999999991
8,2021-09-14,0.10713814959357348,-0.10469789680347512,0.21451999999999974
9,2021-09-15,0.0525056154152429,-0.09058844831223625,0.06977499999999992
10,2021-09-16,0.04849353794011545,-0.08967431135093726,0.0698849999999999
11,2021-09-17,0.14250222258174516,-0.07059829780004474,0.3216299999999998
12,2021-09-20,0.04513772351308186,-0.08176592893590184,0.10965500000000013
13,2021-09-21,0.13332002813418734,-0.08066374731196368,0.2688199999999997
14,2021-09-22,0.09117615887159505,-0.12026908290098355,0.1729400000000001
15,2021-09-23,0.04088875649911037,-0.10797280865934891,0.07132999999999992
16,2021-09-24,0.09478153020039136,-0.07679599616003224,0.20580499999999974
17,2021-09-27,0.1209954741225796,-0.10496269651314079,0.2201749999999998
18,2021-09-28,0.07615359459032071,-0.11128754136603666,0.1712550000000001
19,2021-09-29,0.021505411553963284,-0.06806000000000002,0.01819000000000001
20,2021-09-30,0.0928643873499764,-0.12068238479440226,0.1732100000000001
21,2021-10-01,0.06151316491006562,-0.08907387519802853,0.11419500000000012
22,2021-10-04,0.06261515170582768,-0.0931121291315142,0.1183000000000001
23,2021-10-05,0.10143008097622477,-0.11478003455704858,0.22374499999999972
24,2021-10-06,0.08799292468015885,-0.09473746664909576,0.1688550000000001
25,2021-10-07,0.08757723046226677,-0.10979673441922859,0.1728300000000001
26,2021-10-08,0.045510125,-0.06169091973244147,0.03101499999999998
27,2021-10-11,0.1320806815658116,-0.04416764050523919,0.3162949999999998
28,2021-10-12,0.062378158635876924,-0.08104116120065746,0.1896249999999999
29,2021-10-13,0.10271082199447579,-0.12750122562423166,0.19212999999999986
30,2021-10-14,0.0996922730333287,-0.0962392289898665,0.22136499999999976
31,2021-10-15,0.08015752519841271,-0.06635652154737047,0.1633900000000001
32,2021-10-18,0.0869010858736215,-0.1211703705060504,0.18633499999999995
33,2021-10-19,0.11971806370220198,-0.044762290763450695,0.31885499999999983
34,2021-10-20,0.3014696222428054,0.3464509304425577,0.6636949999999999
35,2021-10-21,0.06300570329783069,-0.11170867105263158,0.12133500000000011
36,2021-10-22,0.07528588665015781,-0.08430646444661591,0.16018000000000007
37,2021-10-25,0.0689085776475004,-0.10854311046376557,0.1200400000000001
38,2021-10-26,0.12736598426555923,-0.1063350890043138,0.27595999999999976
39,2021-10-27,0.042627484613180076,-0.10063439669951132,0.08454999999999999
40,2021-10-28,0.04012881868266408,-0.0964056637289872,0.0697599999999999
41,2021-10-29,0.046440570614035094,-0.0790363516237402,0.061444999999999916
42,2021-11-01,0.0254355896260997,-0.06981099999999998,0.018245000000000018
43,2021-11-02,0.10098228087324253,-0.06878404243296259,0.2647049999999998
44,2021-11-03,0.03647379637451444,-0.13892067413227388,0.07466499999999994
45,2021-11-04,0.11291867699943572,-0.11569502980024486,0.22430999999999973
46,2021-11-05,0.06335917782136843,-0.10917781586834219,0.11999000000000011
47,2021-11-08,0.07345112529495777,-0.09204099085551719,0.1506150000000001
48,2021-11-09,0.14586280029812787,-0.08817734298009874,0.32816499999999976
49,2021-11-10,0.04359292170380546,-0.07524010695598646,0.06806999999999992
50,2021-11-11,0.1336775495346545,-0.07865366667247038,0.31852499999999984
51,2021-11-12,0.034119457036062895,-0.08574378479983741,0.06802999999999991
52,2021-11-15,0.11605825065052693,-0.10934764436798161,0.22419999999999973
53,2021-11-16,0.11213747242518805,-0.1029916386011334,0.2438749999999998
54,2021-11-17,0.11791834578916519,-0.11489628827531662,0.22465499999999977
55,2021-11-18,0.11271280405895008,-0.08068761686366052,0.2694299999999997
56,2021-11-19,0.09656059745428158,-0.11430689953248505,0.20411999999999977
57,2021-11-22,0.060581428551022484,-0.07788227219422673,0.1603750000000001
58,2021-11-23,0.13187105812284095,-0.027934950799604126,0.2903549999999998
59,2021-11-24,0.13378764334133295,-0.10797624246721242,0.22742499999999982
60,2021-11-25,0.11841993719581054,-0.07009268915599241,0.25928499999999977
61,2021-11-26,0.06249378922969269,-0.11161189015590718,0.1215350000000001
62,2021-11-29,0.09395572364489789,-0.09535465665928523,0.19843499999999975
63,2021-11-30,0.15146307839110013,-0.02907626364947962,0.34880999999999984
64,2021-12-01,0.14616025921689624,-0.07913585369158907,0.3186399999999998
65,2021-12-02,0.2184149513201427,0.04758275114115275,0.4594449999999998
66,2021-12-03,0.12407065417112846,-0.1003178753276122,0.2356249999999998
67,2021-12-06,0.2473429683152823,0.16316517996024738,0.5658599999999998
68,2021-12-07,0.17785667204294894,0.03340752051008895,0.40974999999999984
69,2021-12-08,0.26920452317891497,0.14992144932817558,0.5857949999999998
70,2021-12-09,0.16958392583610973,0.0019572847357283594,0.3937749999999999
71,2021-12-13,0.17475262981513034,0.008713801286551498,0.40322999999999987
72,2021-12-14,0.3276211086569492,0.6206859088955557,0.8081250000000001
73,2021-12-15,0.2012159415285319,-0.007646577001196847,0.4295499999999999
74,2021-12-16,0.26469270283655355,0.4244468161466567,0.6920249999999999
